Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online_Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_,Discount_Pct,Festival_Sale,Shipping_Charge_,Delivery_Speed,Delivery_Time_Days,Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases,Age_Group,Total_Purchase_Amount_,Net_Revenue_
TXN503811,CUST101250,2023-01-12,28,Male,Chennai,Online,Ajio,Footwear,Boots,Campus,Beige,9,2,1274,65,Regular Day,0,Standard,8,Yes,Debit Card,4,Not Returned,0,Weekly,Millennials (26-40),2548,2548
TXN502352,CUST100758,2023-01-12,23,Female,Jaipur,Offline,N/A - Offline,Clothing,Saree,Nike,Pink,M,1,355,60,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,4,Not Returned,0,Monthly,Gen Z (18-25),355,355
TXN503295,CUST101064,2023-01-12,49,Male,Jaipur,Offline,N/A - Offline,Clothing,Shorts,Roadster,Brown,L,1,900,50,Regular Day,0,N/A - Offline,0,Yes,Debit Card,5,Not Returned,0,Monthly,Gen X (41-60),900,900
TXN505609,CUST101827,2023-01-12,59,Female,Pune,Offline,N/A - Offline,Clothing,Dress,Allen Solly,Blue,S,1,1076,68,Regular Day,0,N/A - Offline,0,No,Wallet,4,Not Returned,0,Weekly,Gen X (41-60),1076,1076
TXN509957,CUST103184,2023-01-12,44,Female,Noida,Online,Ajio,Clothing,Kurta,Bewakoof,Brown,XL,1,611,33,Regular Day,0,Standard,6,Yes,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),611,611
TXN502291,CUST100748,2023-01-12,31,Male,Jaipur,Offline,N/A - Offline,Clothing,Trousers,Zara,Green,XL,2,6622,44,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,0,Weekly,Millennials (26-40),13244,13244
TXN508205,CUST102652,2023-01-12,59,Male,Chennai,Online,Amazon,Clothing,Jeans,HRX,White,S,2,1007,32,Regular Day,199,Express,2,No,UPI,5,Not Returned,0,Quarterly,Gen X (41-60),2014,2213
TXN504401,CUST101458,2023-01-13,29,Male,Kolkata,Online,Amazon,Accessories,Wallet,Levis,Navy,Not Applicable,1,1740,42,Regular Day,0,Standard,8,No,Credit Card,5,Not Returned,0,Quarterly,Millennials (26-40),1740,1740
TXN506677,CUST102201,2023-01-13,18,Male,Kochi,Online,Amazon,Accessories,Watch,H&M,Blue,Not Applicable,3,2862,65,Regular Day,0,Standard,6,No,UPI,4,Not Returned,0,Weekly,Gen Z (18-25),8586,8586
TXN502440,CUST100786,2023-01-13,19,Female,Pune,Online,Myntra,Clothing,Shirt,Allen Solly,Grey,L,1,1078,20,Regular Day,149,Standard,5,No,Credit Card,3,Returned,0,Monthly,Gen Z (18-25),1078,1227
TXN508719,CUST102802,2023-01-13,59,Male,Kolkata,Offline,N/A - Offline,Footwear,Slippers,H&M,Black,11,4,6261,34,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,5,Not Returned,0,Monthly,Gen X (41-60),25044,25044
TXN509653,CUST103076,2023-01-13,22,Male,Ahmedabad,Online,Flipkart,Footwear,Sneakers,HRX,Navy,8,1,558,67,Regular Day,0,Standard,8,Yes,UPI,3,Not Returned,0,Fortnightly,Gen Z (18-25),558,558
TXN501155,CUST100350,2023-01-13,40,Female,Ahmedabad,Online,Myntra,Clothing,Saree,Levis,White,L,1,554,66,Regular Day,199,Standard,8,No,Credit Card,3,Not Returned,0,Weekly,Millennials (26-40),554,753
TXN504871,CUST101618,2023-01-13,23,Male,Nagpur,Online,Flipkart,Footwear,Running Shoes,Zara,Blue,6,1,4465,22,Regular Day,0,Standard,5,No,UPI,2,Not Returned,0,Fortnightly,Gen Z (18-25),4465,4465
TXN503838,CUST101262,2023-01-13,36,Male,Mumbai,Online,Meesho,Footwear,Formal Shoes,Campus,White,6,1,855,29,Regular Day,0,Standard,8,No,Cash on Delivery,5,Not Returned,0,Weekly,Millennials (26-40),855,855
TXN508649,CUST102782,2023-01-13,49,Male,Mumbai,Online,Myntra,Footwear,Slippers,Bata,Grey,6,1,2241,39,Regular Day,0,Standard,8,Yes,UPI,2,Not Returned,1,Fortnightly,Gen X (41-60),2241,2241
TXN507664,CUST102503,2023-01-13,22,Male,Kolkata,Online,Flipkart,Clothing,Jeans,US Polo,Navy,L,4,4636,38,Regular Day,99,Standard,4,No,UPI,5,Not Returned,0,Fortnightly,Gen Z (18-25),18544,18643
TXN504391,CUST101451,2023-01-13,19,Male,Bangalore,Online,Flipkart,Clothing,Saree,US Polo,Green,S,1,1077,41,Regular Day,0,Express,4,Yes,UPI,4,Not Returned,0,Fortnightly,Gen Z (18-25),1077,1077
TXN505095,CUST101676,2023-01-13,24,Male,Gurgaon,Online,Myntra,Accessories,Watch,Puma,Black,Not Applicable,1,2364,27,Regular Day,79,Standard,5,No,UPI,4,Returned,0,Weekly,Gen Z (18-25),2364,2443
TXN504196,CUST101378,2023-01-14,39,Female,Chennai,Online,Myntra,Clothing,Kurta,H&M,Blue,M,1,1367,38,Regular Day,199,Standard,7,No,Credit Card,3,Not Returned,0,Quarterly,Millennials (26-40),1367,1566
TXN502561,CUST100835,2023-01-14,50,Female,Jaipur,Offline,N/A - Offline,Footwear,Formal Shoes,Campus,Yellow,10,1,703,22,Regular Day,0,N/A - Offline,0,Yes,Debit Card,5,Not Returned,0,Rarely,Gen X (41-60),703,703
TXN504324,CUST101425,2023-01-14,52,Male,Mumbai,Online,Amazon,Clothing,Jeans,Puma,Navy,M,2,2160,50,Regular Day,199,Express,2,No,Credit Card,5,Not Returned,0,Fortnightly,Gen X (41-60),4320,4519
TXN505214,CUST101715,2023-01-14,54,Male,Kolkata,Online,Flipkart,Footwear,Sneakers,US Polo,White,11,1,1822,52,Regular Day,0,Same Day,1,No,Credit Card,4,Not Returned,0,Monthly,Gen X (41-60),1822,1822
TXN504267,CUST101399,2023-01-14,30,Male,Visakhapatnam,Online,Amazon,Clothing,Hoodie,HRX,Grey,M,3,1175,65,Regular Day,79,Standard,4,No,Cash on Delivery,3,Not Returned,2,Weekly,Millennials (26-40),3525,3604
TXN501403,CUST100446,2023-01-14,31,Male,Kolkata,Online,Myntra,Footwear,Boots,HRX,Black,10,1,980,24,Regular Day,0,Standard,7,No,UPI,4,Not Returned,0,Fortnightly,Millennials (26-40),980,980
TXN507998,CUST102593,2023-01-14,21,Female,Chandigarh,Offline,N/A - Offline,Footwear,Boots,H&M,Green,8,2,4059,61,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,4,Not Returned,1,Weekly,Gen Z (18-25),8118,8118
TXN508696,CUST102795,2023-01-14,56,Male,Kochi,Offline,N/A - Offline,Accessories,Watch,Puma,Navy,Not Applicable,1,1853,24,Regular Day,0,N/A - Offline,0,No,Debit Card,4,Not Returned,0,Monthly,Gen X (41-60),1853,1853
TXN504405,CUST101460,2023-01-14,51,Female,Nagpur,Offline,N/A - Offline,Clothing,Saree,H&M,Brown,XL,1,1050,57,Regular Day,0,N/A - Offline,0,No,Debit Card,4,Not Returned,0,Fortnightly,Gen X (41-60),1050,1050
TXN504791,CUST101594,2023-01-14,47,Female,Pune,Online,Meesho,Footwear,Formal Shoes,Nike,Red,7,1,3720,23,Regular Day,99,Same Day,1,No,Credit Card,4,Not Returned,0,Fortnightly,Gen X (41-60),3720,3819
TXN505395,CUST101761,2023-01-14,35,Male,Hyderabad,Online,Myntra,Clothing,Dress,Max,Navy,S,1,421,41,Regular Day,0,Standard,4,Yes,Credit Card,4,Not Returned,0,Fortnightly,Millennials (26-40),421,421
TXN505123,CUST101684,2023-01-14,33,Male,Visakhapatnam,Online,Meesho,Accessories,Watch,Max,Brown,Not Applicable,2,608,37,Regular Day,0,Standard,5,Yes,Cash on Delivery,5,Not Returned,1,Weekly,Millennials (26-40),1216,1216
TXN509948,CUST103181,2023-01-15,26,Female,Kochi,Online,Myntra,Clothing,Saree,Allen Solly,Black,M,1,1140,35,Regular Day,0,Standard,6,Yes,UPI,4,Not Returned,0,Fortnightly,Millennials (26-40),1140,1140
TXN506207,CUST102051,2023-01-15,30,Male,Chennai,Online,Amazon,Clothing,Jacket,Nike,Pink,XXL,1,1267,63,Regular Day,49,Express,3,Yes,EMI,3,Returned,0,Weekly,Millennials (26-40),1267,1316
TXN507645,CUST102499,2023-01-15,57,Female,Ahmedabad,Online,Myntra,Clothing,Jacket,US Polo,Green,XL,1,1190,39,Regular Day,0,Standard,5,No,Credit Card,4,Returned,0,Fortnightly,Gen X (41-60),1190,1190
TXN505762,CUST101868,2023-01-15,19,Male,Bangalore,Online,Myntra,Clothing,Shorts,Puma,Green,M,1,2890,45,Regular Day,0,Same Day,1,Yes,Wallet,4,Not Returned,0,Fortnightly,Gen Z (18-25),2890,2890
TXN505346,CUST101747,2023-01-15,33,Female,Pune,Online,Myntra,Footwear,Slippers,Roadster,White,6,1,1610,43,Regular Day,0,Standard,4,No,Debit Card,3,Not Returned,0,Monthly,Millennials (26-40),1610,1610
TXN507678,CUST102504,2023-01-15,20,Female,Kolkata,Online,Amazon,Clothing,Jacket,Allen Solly,Brown,M,1,970,54,Regular Day,99,Standard,6,No,UPI,5,Not Returned,0,Weekly,Gen Z (18-25),970,1069
TXN508459,CUST102728,2023-01-15,42,Female,Chennai,Online,Meesho,Clothing,Dress,HRX,Beige,XL,3,1277,57,Regular Day,79,Standard,8,No,Debit Card,3,Not Returned,0,Weekly,Gen X (41-60),3831,3910
TXN505833,CUST101904,2023-01-15,31,Female,Kolkata,Online,Flipkart,Footwear,Boots,Zara,Grey,7,1,4061,32,Regular Day,0,Same Day,1,No,UPI,3,Not Returned,0,Fortnightly,Millennials (26-40),4061,4061
TXN502981,CUST100960,2023-01-15,24,Female,Delhi,Online,Myntra,Clothing,Kurta,Max,Yellow,M,1,461,51,Regular Day,0,Express,2,Yes,Credit Card,4,Not Returned,0,Fortnightly,Gen Z (18-25),461,461
TXN508819,CUST102826,2023-01-15,33,Male,Bhubaneswar,Online,Amazon,Footwear,Boots,Max,Beige,7,2,1617,67,Regular Day,0,Standard,7,No,UPI,4,Not Returned,0,Fortnightly,Millennials (26-40),3234,3234
TXN502512,CUST100807,2023-01-16,22,Male,Pune,Offline,N/A - Offline,Accessories,Belt,Levis,Beige,Not Applicable,2,5005,27,Regular Day,0,N/A - Offline,0,No,Credit Card,5,Not Returned,0,Rarely,Gen Z (18-25),10010,10010
TXN507829,CUST102542,2023-01-16,58,Male,Nagpur,Offline,N/A - Offline,Clothing,T-shirt,Allen Solly,Beige,L,1,910,46,Regular Day,0,N/A - Offline,0,Yes,UPI,3,Not Returned,0,Monthly,Gen X (41-60),910,910
TXN505780,CUST101881,2023-01-16,29,Female,Kochi,Online,Amazon,Footwear,Formal Shoes,Zara,Black,8,1,4970,21,Regular Day,149,Standard,8,Yes,Debit Card,5,Not Returned,0,Monthly,Millennials (26-40),4970,5119
TXN505167,CUST101693,2023-01-16,34,Male,Mumbai,Online,Flipkart,Accessories,Wallet,Allen Solly,Green,Not Applicable,3,3058,25,Regular Day,0,Standard,8,Yes,UPI,4,Not Returned,0,Weekly,Millennials (26-40),9174,9174
TXN500861,CUST100238,2023-01-16,30,Female,Nagpur,Online,Flipkart,Accessories,Bag,Puma,Red,Free Size,1,2864,38,Regular Day,0,Standard,5,No,Debit Card,4,Not Returned,0,Weekly,Millennials (26-40),2864,2864
TXN508833,CUST102828,2023-01-16,44,Male,Delhi,Offline,N/A - Offline,Footwear,Running Shoes,Campus,Yellow,6,1,680,46,Regular Day,0,N/A - Offline,0,No,UPI,5,Returned,0,Fortnightly,Gen X (41-60),680,680
TXN505005,CUST101648,2023-01-16,59,Female,Jaipur,Offline,N/A - Offline,Accessories,Socks,Max,Navy,Free Size,3,893,37,Regular Day,0,N/A - Offline,0,Yes,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),2679,2679
TXN509169,CUST102933,2023-01-16,36,Male,Bangalore,Online,Myntra,Accessories,Belt,Allen Solly,Grey,Not Applicable,1,1035,36,Regular Day,0,Standard,7,No,Debit Card,3,Returned,0,Fortnightly,Millennials (26-40),1035,1035
TXN508986,CUST102870,2023-01-16,29,Female,Visakhapatnam,Offline,N/A - Offline,Footwear,Boots,HRX,Green,10,1,3087,24,Regular Day,0,N/A - Offline,0,No,Debit Card,5,Returned,0,Quarterly,Millennials (26-40),3087,3087
TXN503274,CUST101050,2023-01-16,39,Female,Visakhapatnam,Online,Ajio,Clothing,Kurta,Levis,Black,L,1,2397,24,Regular Day,0,Express,4,Yes,UPI,4,Not Returned,0,Monthly,Millennials (26-40),2397,2397
TXN507355,CUST102402,2023-01-16,49,Female,Delhi,Online,Shein,Clothing,T-shirt,Roadster,White,L,1,960,64,Regular Day,0,Standard,5,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),960,960
TXN506824,CUST102234,2023-01-16,42,Male,Mumbai,Online,Flipkart,Footwear,Boots,Campus,Beige,11,2,1201,27,Regular Day,149,Standard,8,No,UPI,3,Not Returned,0,Weekly,Gen X (41-60),2402,2551
TXN503361,CUST101087,2023-01-16,59,Female,Mumbai,Online,Amazon,Footwear,Running Shoes,Campus,Red,11,1,716,59,Regular Day,199,Standard,7,No,UPI,2,Returned,0,Weekly,Gen X (41-60),716,915
TXN508876,CUST102837,2023-01-16,55,Male,Bhubaneswar,Online,Flipkart,Footwear,Sandals,Roadster,Red,7,1,2288,69,Regular Day,0,Standard,6,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),2288,2288
TXN508066,CUST102611,2023-01-16,56,Male,Chandigarh,Online,Flipkart,Clothing,Shirt,HRX,Green,L,1,428,60,Regular Day,0,Standard,7,Yes,Cash on Delivery,3,Not Returned,0,Weekly,Gen X (41-60),428,428
TXN500251,CUST100058,2023-01-17,49,Male,Delhi,Online,Myntra,Clothing,Shorts,Max,Beige,XL,1,537,58,Regular Day,0,Standard,7,No,UPI,2,Not Returned,0,Monthly,Gen X (41-60),537,537
TXN503173,CUST101018,2023-01-17,19,Female,Hyderabad,Online,Flipkart,Footwear,Slippers,Roadster,Yellow,10,1,1841,32,Regular Day,99,Express,2,No,Wallet,4,Not Returned,0,Weekly,Gen Z (18-25),1841,1940
TXN506472,CUST102135,2023-01-17,46,Female,Lucknow,Online,Amazon,Clothing,Dress,Bewakoof,Black,XS,1,361,25,Regular Day,0,Express,3,Yes,Credit Card,5,Not Returned,0,Weekly,Gen X (41-60),361,361
TXN507759,CUST102520,2023-01-17,36,Female,Delhi,Online,Ajio,Clothing,Dress,Bewakoof,Navy,M,1,366,68,Regular Day,99,Express,2,No,UPI,2,Returned,0,Weekly,Millennials (26-40),366,465
TXN501134,CUST100346,2023-01-17,59,Male,Kochi,Online,Amazon,Accessories,Backpack,Allen Solly,Red,Free Size,4,3636,28,Regular Day,149,Same Day,1,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),14544,14693
TXN504329,CUST101427,2023-01-17,55,Female,Hyderabad,Offline,N/A - Offline,Footwear,Boots,Puma,Blue,7,1,4306,57,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,0,Monthly,Gen X (41-60),4306,4306
TXN502133,CUST100698,2023-01-17,20,Male,Delhi,Online,Myntra,Accessories,Socks,Levis,Beige,Free Size,3,5148,46,Regular Day,0,Standard,7,Yes,UPI,4,Not Returned,0,Fortnightly,Gen Z (18-25),15444,15444
TXN501271,CUST100388,2023-01-17,55,Female,Kochi,Online,Flipkart,Clothing,Hoodie,Nike,Grey,M,3,6653,20,Regular Day,0,Standard,8,No,Credit Card,3,Not Returned,0,Monthly,Gen X (41-60),19959,19959
TXN503865,CUST101269,2023-01-17,20,Male,Mumbai,Online,Amazon,Clothing,Shirt,Puma,Red,L,1,2396,59,Regular Day,149,Standard,5,No,UPI,5,Not Returned,0,Quarterly,Gen Z (18-25),2396,2545
TXN509263,CUST102957,2023-01-17,38,Female,Delhi,Offline,N/A - Offline,Footwear,Sandals,Max,Pink,9,1,926,49,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,3,Not Returned,0,Monthly,Millennials (26-40),926,926
TXN509551,CUST103044,2023-01-17,25,Male,Mumbai,Online,Shein,Clothing,Hoodie,Zara,Beige,M,1,418,44,Regular Day,0,Standard,6,No,Wallet,2,Returned,0,Weekly,Gen Z (18-25),418,418
TXN505763,CUST101868,2023-01-17,19,Male,Bangalore,Online,Meesho,Clothing,Trousers,Allen Solly,Pink,L,1,931,29,Regular Day,0,Express,3,Yes,UPI,4,Not Returned,1,Fortnightly,Gen Z (18-25),931,931
TXN504007,CUST101326,2023-01-17,46,Female,Bangalore,Online,Ajio,Clothing,Shorts,H&M,Brown,M,1,1202,62,Regular Day,79,Standard,4,No,UPI,4,Not Returned,0,Monthly,Gen X (41-60),1202,1281
TXN507915,CUST102565,2023-01-17,36,Male,Mumbai,Offline,N/A - Offline,Clothing,T-shirt,Levis,Black,XL,1,2752,20,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,0,Weekly,Millennials (26-40),2752,2752
TXN505168,CUST101693,2023-01-18,34,Male,Mumbai,Online,Myntra,Clothing,Jacket,Puma,Brown,M,1,1880,67,Regular Day,0,Standard,6,Yes,EMI,4,Not Returned,1,Weekly,Millennials (26-40),1880,1880
TXN508389,CUST102704,2023-01-18,20,Male,Kolkata,Online,Flipkart,Clothing,Jeans,Max,Beige,M,4,1326,63,Regular Day,0,Standard,7,Yes,Credit Card,3,Not Returned,0,Monthly,Gen Z (18-25),5304,5304
TXN500208,CUST100051,2023-01-18,26,Male,Chandigarh,Online,Myntra,Clothing,Trousers,Bewakoof,Grey,M,1,493,68,Regular Day,99,Standard,4,No,UPI,5,Not Returned,0,Weekly,Millennials (26-40),493,592
TXN509983,CUST103193,2023-01-18,26,Female,Nagpur,Online,Meesho,Clothing,Jacket,H&M,Brown,XS,1,1218,22,Regular Day,0,Standard,5,No,UPI,4,Returned,0,Weekly,Millennials (26-40),1218,1218
TXN507553,CUST102470,2023-01-18,55,Male,Nagpur,Online,Myntra,Clothing,Jacket,Max,Grey,M,1,461,29,Regular Day,0,Standard,7,Yes,UPI,3,Returned,1,Fortnightly,Gen X (41-60),461,461
TXN505110,CUST101682,2023-01-18,19,Male,Nagpur,Online,Flipkart,Footwear,Running Shoes,Bata,Brown,9,3,6250,56,Regular Day,0,Express,2,No,Credit Card,3,Not Returned,0,Weekly,Gen Z (18-25),18750,18750
TXN508847,CUST102832,2023-01-18,30,Female,Kochi,Online,Flipkart,Accessories,Belt,H&M,Grey,Not Applicable,1,817,42,Regular Day,49,Standard,5,Yes,EMI,4,Not Returned,0,Weekly,Millennials (26-40),817,866
TXN501971,CUST100643,2023-01-18,38,Male,Chandigarh,Online,Meesho,Footwear,Boots,Puma,Black,11,1,4576,52,Regular Day,0,Standard,4,Yes,UPI,3,Not Returned,0,Weekly,Millennials (26-40),4576,4576
TXN508054,CUST102607,2023-01-18,28,Male,Pune,Offline,N/A - Offline,Footwear,Slippers,HRX,Brown,7,1,764,48,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,3,Not Returned,0,Quarterly,Millennials (26-40),764,764
TXN501010,CUST100300,2023-01-18,33,Female,Pune,Online,Amazon,Footwear,Sneakers,Bata,Blue,9,1,1840,42,Regular Day,0,Standard,4,No,Debit Card,2,Returned,0,Monthly,Millennials (26-40),1840,1840
TXN503812,CUST101250,2023-01-18,28,Male,Chennai,Online,Myntra,Clothing,Shorts,Bewakoof,Beige,XS,1,817,24,Regular Day,0,Express,2,Yes,UPI,4,Not Returned,1,Weekly,Millennials (26-40),817,817
TXN504662,CUST101556,2023-01-18,55,Male,Hyderabad,Online,Flipkart,Clothing,T-shirt,Levis,White,M,3,3881,36,Regular Day,0,Express,2,No,Net Banking,4,Returned,0,Quarterly,Gen X (41-60),11643,11643
TXN509216,CUST102943,2023-01-18,25,Male,Kochi,Online,Amazon,Clothing,Shirt,Max,Beige,S,3,1794,26,Regular Day,0,Standard,8,No,UPI,3,Not Returned,0,Rarely,Gen Z (18-25),5382,5382
TXN508559,CUST102754,2023-01-18,59,Female,Jaipur,Online,Myntra,Footwear,Boots,HRX,Grey,11,2,1359,59,Regular Day,199,Express,3,No,Cash on Delivery,3,Not Returned,0,Weekly,Gen X (41-60),2718,2917
TXN504986,CUST101647,2023-01-18,45,Female,Kolkata,Online,Flipkart,Clothing,Shirt,Puma,Navy,S,1,2948,47,Regular Day,79,Standard,7,No,UPI,5,Not Returned,1,Weekly,Gen X (41-60),2948,3027
TXN503139,CUST101007,2023-01-19,39,Male,Surat,Online,Amazon,Footwear,Running Shoes,Bata,Navy,9,2,3311,25,Regular Day,0,Standard,8,No,Net Banking,5,Not Returned,0,Monthly,Millennials (26-40),6622,6622
TXN501232,CUST100378,2023-01-19,33,Female,Kolkata,Online,Ajio,Clothing,Jacket,Roadster,Black,S,1,1040,51,Regular Day,199,Standard,6,No,UPI,5,Not Returned,0,Monthly,Millennials (26-40),1040,1239
TXN504592,CUST101527,2023-01-19,23,Male,Pune,Offline,N/A - Offline,Footwear,Running Shoes,Zara,Brown,8,1,4094,34,Regular Day,0,N/A - Offline,0,Yes,UPI,3,Not Returned,0,Rarely,Gen Z (18-25),4094,4094
TXN502977,CUST100958,2023-01-19,58,Male,Bangalore,Online,Amazon,Accessories,Watch,US Polo,Blue,Not Applicable,1,173,33,Regular Day,0,Express,4,Yes,UPI,5,Not Returned,0,Fortnightly,Gen X (41-60),173,173
TXN501701,CUST100555,2023-01-19,39,Female,Patna,Offline,N/A - Offline,Accessories,Backpack,Bata,White,Free Size,1,940,21,Regular Day,0,N/A - Offline,0,Yes,Cash on Delivery,3,Not Returned,0,Fortnightly,Millennials (26-40),940,940
TXN503150,CUST101010,2023-01-19,29,Female,Kolkata,Online,Shein,Accessories,Cap,Bewakoof,Green,Free Size,1,285,69,Regular Day,99,Standard,4,No,Cash on Delivery,3,Not Returned,0,Quarterly,Millennials (26-40),285,384
TXN505715,CUST101859,2023-01-19,48,Female,Chennai,Online,Flipkart,Footwear,Formal Shoes,HRX,Black,6,1,3326,39,Regular Day,149,Standard,6,No,Debit Card,4,Not Returned,0,Weekly,Gen X (41-60),3326,3475
TXN506205,CUST102050,2023-01-19,25,Male,Visakhapatnam,Online,Amazon,Footwear,Formal Shoes,Roadster,Brown,7,1,1539,22,Regular Day,0,Standard,8,Yes,Cash on Delivery,4,Not Returned,0,Monthly,Gen Z (18-25),1539,1539
TXN504506,CUST101502,2023-01-19,27,Female,Kolkata,Online,Ajio,Clothing,Dress,Puma,Red,L,1,2153,66,Regular Day,0,Standard,7,No,Credit Card,3,Not Returned,0,Weekly,Millennials (26-40),2153,2153
TXN504144,CUST101363,2023-01-19,26,Female,Pune,Online,Flipkart,Clothing,Trousers,Puma,Grey,L,3,7778,45,Regular Day,79,Same Day,1,No,UPI,5,Not Returned,0,Weekly,Millennials (26-40),23334,23413
TXN506804,CUST102227,2023-01-19,57,Male,Bangalore,Online,Flipkart,Footwear,Sandals,Zara,White,7,1,6270,61,Regular Day,0,Standard,7,Yes,Credit Card,4,Not Returned,0,Monthly,Gen X (41-60),6270,6270
TXN502397,CUST100772,2023-01-20,18,Male,Kolkata,Online,Shein,Footwear,Sandals,H&M,Yellow,8,1,1628,13,Republic Day Sale,0,Express,4,No,UPI,4,Not Returned,1,Weekly,Gen Z (18-25),1628,1628
TXN509799,CUST103130,2023-01-20,33,Male,Hyderabad,Online,Myntra,Clothing,Hoodie,Bewakoof,Beige,XS,2,413,0,Republic Day Sale,149,Standard,7,Yes,Cash on Delivery,2,Not Returned,0,Weekly,Millennials (26-40),826,975
TXN503756,CUST101227,2023-01-20,59,Male,Mumbai,Online,Shein,Clothing,Jacket,Roadster,Blue,S,1,461,12,Republic Day Sale,79,Standard,6,No,Debit Card,4,Not Returned,0,Monthly,Gen X (41-60),461,540
TXN508087,CUST102614,2023-01-20,22,Female,Ahmedabad,Offline,N/A - Offline,Footwear,Slippers,Puma,Pink,11,1,1698,3,Republic Day Sale,0,N/A - Offline,0,No,Net Banking,3,Returned,0,Weekly,Gen Z (18-25),1698,1698
TXN508144,CUST102628,2023-01-20,43,Female,Pune,Offline,N/A - Offline,Clothing,Dress,Roadster,Beige,L,1,1152,1,Republic Day Sale,0,N/A - Offline,0,No,UPI,4,Not Returned,0,Monthly,Gen X (41-60),1152,1152
TXN500906,CUST100255,2023-01-20,24,Female,Hyderabad,Online,Myntra,Clothing,Kurta,Max,White,S,1,419,13,Republic Day Sale,99,Standard,5,Yes,UPI,4,Not Returned,0,Quarterly,Gen Z (18-25),419,518
TXN506921,CUST102273,2023-01-20,37,Male,Kolkata,Online,Amazon,Clothing,Hoodie,Puma,Green,L,4,5778,3,Republic Day Sale,49,Standard,4,No,Credit Card,5,Not Returned,0,Monthly,Millennials (26-40),23112,23161
TXN507072,CUST102324,2023-01-20,49,Male,Hyderabad,Online,Flipkart,Footwear,Formal Shoes,HRX,Pink,11,1,336,12,Republic Day Sale,199,Standard,8,Yes,Credit Card,4,Not Returned,0,Monthly,Gen X (41-60),336,535
TXN509536,CUST103038,2023-01-20,29,Male,Chandigarh,Online,Meesho,Accessories,Watch,Levis,Yellow,Not Applicable,1,1664,7,Republic Day Sale,199,Standard,6,No,UPI,4,Not Returned,0,Monthly,Millennials (26-40),1664,1863
TXN509765,CUST103119,2023-01-20,54,Male,Chennai,Online,Flipkart,Accessories,Watch,H&M,Red,Not Applicable,3,1935,10,Republic Day Sale,79,Standard,4,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),5805,5884
TXN500702,CUST100184,2023-01-20,38,Male,Hyderabad,Online,Myntra,Clothing,Jacket,Allen Solly,Beige,M,4,2332,10,Republic Day Sale,0,Standard,6,No,UPI,5,Not Returned,0,Monthly,Millennials (26-40),9328,9328
TXN505643,CUST101833,2023-01-20,21,Male,Pune,Online,Amazon,Clothing,Shorts,HRX,Pink,XL,1,166,4,Republic Day Sale,0,Express,3,No,UPI,4,Not Returned,0,Weekly,Gen Z (18-25),166,166
TXN506705,CUST102207,2023-01-20,53,Female,Delhi,Online,Amazon,Footwear,Running Shoes,Puma,White,7,1,2626,3,Republic Day Sale,0,Standard,8,Yes,Credit Card,3,Not Returned,0,Weekly,Gen X (41-60),2626,2626
TXN503528,CUST101135,2023-01-20,20,Male,Pune,Online,Myntra,Clothing,Hoodie,Nike,Black,M,1,340,9,Republic Day Sale,79,Express,2,No,Cash on Delivery,4,Not Returned,0,Weekly,Gen Z (18-25),340,419
TXN505632,CUST101831,2023-01-20,58,Female,Delhi,Online,Amazon,Clothing,Trousers,Nike,Black,S,1,900,1,Republic Day Sale,0,Standard,7,Yes,Debit Card,3,Not Returned,0,Monthly,Gen X (41-60),900,900
TXN508121,CUST102619,2023-01-20,57,Female,Mumbai,Offline,N/A - Offline,Clothing,Trousers,Max,Navy,XXL,3,1373,3,Republic Day Sale,0,N/A - Offline,0,No,UPI,3,Not Returned,0,Monthly,Gen X (41-60),4119,4119
TXN506977,CUST102287,2023-01-20,52,Female,Hyderabad,Online,Flipkart,Accessories,Backpack,US Polo,Grey,Free Size,1,631,12,Republic Day Sale,49,Standard,6,No,Net Banking,4,Not Returned,0,Fortnightly,Gen X (41-60),631,680
TXN504552,CUST101515,2023-01-20,57,Female,Kolkata,Online,Meesho,Footwear,Sneakers,Max,Pink,9,1,399,4,Republic Day Sale,99,Same Day,1,No,UPI,5,Not Returned,0,Quarterly,Gen X (41-60),399,498
